event,participant,success,unix_ms,bjt,extra
"recording_start","ONscrtest",1,1781177469144,"2026-06-11T19:31:09.144+08:00","pid=18956 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/ONscrtest_20260611_193108_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 3456 -offset_y -262 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/ONscrtest_20260611_193108_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=13.645011 recording_start_unix_ms=1781177468270 recording_start_bjt=2026-06-11T19:31:08.270+08:00"
"recording_stop","NA",1,1781177532991,"2026-06-11T19:32:12.991+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/ONscrtest_20260611_193108_screen.mkv size_bytes=9384596"
"recording_start","P001",1,1781187721892,"2026-06-11T22:22:01.892+08:00","pid=17176 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260611_222201_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260611_222201_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=6.511649 recording_start_unix_ms=1781187721354 recording_start_bjt=2026-06-11T22:22:01.354+08:00"
"recording_stop","NA",1,1781187739702,"2026-06-11T22:22:19.702+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260611_222201_screen.mkv size_bytes=5622748"
"recording_start","AAAFE",1,1781224493171,"2026-06-12T08:34:53.171+08:00","pid=14136 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AAAFE_20260612_083452_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AAAFE_20260612_083452_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=27.807650 recording_start_unix_ms=1781224492688 recording_start_bjt=2026-06-12T08:34:52.688+08:00"
"recording_stop","NA",1,1781224501262,"2026-06-12T08:35:01.262+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AAAFE_20260612_083452_screen.mkv size_bytes=3012100"
"recording_start","AAAFM",1,1781224559101,"2026-06-12T08:35:59.101+08:00","pid=25892 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AAAFM_20260612_083559_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AAAFM_20260612_083559_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=6.867267 recording_start_unix_ms=1781224559097 recording_start_bjt=2026-06-12T08:35:59.097+08:00"
"recording_stop","NA",1,1781224561434,"2026-06-12T08:36:01.434+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/AAAFM_20260612_083559_screen.mkv size_bytes=47883"
"recording_start","P001",1,1781224579131,"2026-06-12T08:36:19.131+08:00","pid=27356 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260612_083619_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260612_083619_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=8.569896 recording_start_unix_ms=1781224579128 recording_start_bjt=2026-06-12T08:36:19.128+08:00"
"recording_stop","NA",1,1781224612891,"2026-06-12T08:36:52.891+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=100 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/P001_20260612_083619_screen.mkv size_bytes=7508478"
"recording_start","A001",1,1781226244939,"2026-06-12T09:04:04.939+08:00","pid=19604 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A001_20260612_090404_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A001_20260612_090404_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=18.986605 recording_start_unix_ms=1781226244430 recording_start_bjt=2026-06-12T09:04:04.430+08:00"
"recording_stop","NA",1,1781227296292,"2026-06-12T09:21:36.292+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=201 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A001_20260612_090404_screen.mkv size_bytes=97488960"
"recording_start","A002",1,1781228073992,"2026-06-12T09:34:33.992+08:00","pid=22744 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A002_20260612_093433_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A002_20260612_093433_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=21.617176 recording_start_unix_ms=1781228073989 recording_start_bjt=2026-06-12T09:34:33.989+08:00"
"recording_stop","NA",1,1781229101053,"2026-06-12T09:51:41.053+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=100 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A002_20260612_093433_screen.mkv size_bytes=93316866"
"recording_start","A003",1,1781229937466,"2026-06-12T10:05:37.466+08:00","pid=19460 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A003_20260612_100537_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A003_20260612_100537_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=18.608109 recording_start_unix_ms=1781229937462 recording_start_bjt=2026-06-12T10:05:37.462+08:00"
"recording_stop","NA",1,1781231417592,"2026-06-12T10:30:17.592+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A003_20260612_100537_screen.mkv size_bytes=132010225"
"recording_start","A004",1,1781231921531,"2026-06-12T10:38:41.531+08:00","pid=6524 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A004_20260612_103841_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A004_20260612_103841_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=16.335209 recording_start_unix_ms=1781231921528 recording_start_bjt=2026-06-12T10:38:41.528+08:00"
"recording_stop","NA",1,1781233211037,"2026-06-12T11:00:11.037+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A004_20260612_103841_screen.mkv size_bytes=101270478"
"recording_start","A005",1,1781233646266,"2026-06-12T11:07:26.266+08:00","pid=12160 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A005_20260612_110726_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A005_20260612_110726_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=109.519493 recording_start_unix_ms=1781233646262 recording_start_bjt=2026-06-12T11:07:26.262+08:00"
"recording_stop","NA",1,1781234926829,"2026-06-12T11:28:46.829+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A005_20260612_110726_screen.mkv size_bytes=117601625"
"recording_start","A006",1,1781236101893,"2026-06-12T11:48:21.893+08:00","pid=18484 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A006_20260612_114821_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A006_20260612_114821_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=55.999111 recording_start_unix_ms=1781236101890 recording_start_bjt=2026-06-12T11:48:21.890+08:00"
"recording_stop","NA",1,1781237252954,"2026-06-12T12:07:32.954+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A006_20260612_114821_screen.mkv size_bytes=121160840"
"recording_start","A007",1,1781242120179,"2026-06-12T13:28:40.179+08:00","pid=23560 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A007_20260612_132839_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A007_20260612_132839_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=455.057220 recording_start_unix_ms=1781242119591 recording_start_bjt=2026-06-12T13:28:39.591+08:00"
"recording_stop","NA",1,1781243383313,"2026-06-12T13:49:43.313+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A007_20260612_132839_screen.mkv size_bytes=137316132"
"recording_start","A009",1,1781245245895,"2026-06-12T14:20:45.895+08:00","pid=24840 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A009_20260612_142045_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A009_20260612_142045_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=419.575195 recording_start_unix_ms=1781245245887 recording_start_bjt=2026-06-12T14:20:45.887+08:00"
"recording_stop","NA",1,1781246618196,"2026-06-12T14:43:38.196+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A009_20260612_142045_screen.mkv size_bytes=118401114"
"recording_start","A011",1,1781247321737,"2026-06-12T14:55:21.737+08:00","pid=25060 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A011_20260612_145521_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A011_20260612_145521_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=99.278412 recording_start_unix_ms=1781247321729 recording_start_bjt=2026-06-12T14:55:21.729+08:00"
"recording_stop","NA",1,1781248497463,"2026-06-12T15:14:57.463+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A011_20260612_145521_screen.mkv size_bytes=121810485"
"recording_start","A013",1,1781251649322,"2026-06-12T16:07:29.322+08:00","pid=23800 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A013_20260612_160729_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A013_20260612_160729_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=532.297485 recording_start_unix_ms=1781251649318 recording_start_bjt=2026-06-12T16:07:29.318+08:00"
"recording_stop","NA",1,1781252975870,"2026-06-12T16:29:35.870+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=151 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A013_20260612_160729_screen.mkv size_bytes=115554979"
"recording_start","A014",1,1781253706496,"2026-06-12T16:41:46.496+08:00","pid=31168 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A014_20260612_164146_screen.mkv ffmpeg=D:\Tools\ffmpeg\bin\ffmpeg.exe args=-y -f gdigrab -framerate 15 -draw_mouse 0 -offset_x 0 -offset_y -1080 -video_size 1920x1080 -i desktop -c:v libx264 -preset ultrafast -crf 30 -pix_fmt yuv420p ""../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A014_20260612_164146_screen.mkv"" mode=window_title title=Gallery 预览 [NetMode: Standalone 0]  （64-bit/PC D3D SM6） recording_start_world_sec=120.964478 recording_start_unix_ms=1781253706492 recording_start_bjt=2026-06-12T16:41:46.492+08:00"
"recording_stop","NA",1,1781254787639,"2026-06-12T16:59:47.639+08:00","was_running=1 graceful_q=1 forced=0 waited_ms=101 file=../../../../../../Project/UE5/Gallery/Saved/ScreenRecordings/A014_20260612_164146_screen.mkv size_bytes=95957196"
